BUKU 1,,,,,,,,,,,,,
,,,,,,,,,,,,,
Bab,Nota Perubahan,Kalimah Asal (Arab),Jamak/Mufrad,Terjemahan (BM),Terjemahan (BI),Nota BM,Nota English,Nota Nahu (Arab),Nota Nahu (BM),Nota Nahu (English),Nota Sarf (Arab),Nota Sarf (BM),Nota Sarf (English)
8,,الْآنَ,,Sekarang,Now,,,ظرف زمان، مبني على الفتح في محل نصب,Zarf zaman yang mabni atas fathah dan berada pada محل nasab.,"An adverb of time, indeclinable on fatḥ and functioning in the accusative position.",,,
8,,عِيسَى,,Isa,Jesus / Isa,,,اسم علم أعجمي، مذكر، معرب، ممنوع من الصرف للعلمية والعجمة,Nama khas asing muzakkar yang bersifat mu‘rab tetapi mamnu‘ min al-sarf kerana sifat nama khas dan ‘ajam.,A foreign masculine proper name. It is declinable but diptotic because of proper-name status and foreign origin.,اسم مقصور,Kalimah ini ialah isim maqsur.,It is an alif-final defective noun (ism maqṣūr).
8,,مُوسَى,,Musa,Moses / Musa,,,اسم علم أعجمي، مذكر، معرب، ممنوع من الصرف للعلمية والعجمة,Nama khas asing muzakkar yang bersifat mu‘rab tetapi mamnu‘ min al-sarf kerana sifat nama khas dan ‘ajam.,A foreign masculine proper name. It is declinable but diptotic because of proper-name status and foreign origin.,اسم مقصور,Kalimah ini ialah isim maqsur.,It is an alif-final defective noun (ism maqṣūr).
8,Ejaan harakat diseragamkan daripada زَكَرِيَّا kepada زَكَرِيَّا.,زَكَرِيَّا,,Zakariya,Zechariah / Zakariya,,,اسم علم أعجمي، مذكر، معرب، ممنوع من الصرف للعلمية والعجمة,Nama khas asing muzakkar yang bersifat mu‘rab tetapi mamnu‘ min al-sarf kerana sifat nama khas dan ‘ajam.,A foreign masculine proper name. It is declinable but diptotic because of proper-name status and foreign origin.,,,
8,Bentuk syaddah diseragamkan pada سَبُّورَةٌ dan سَبُّورَاتٌ.,سَبُّورَةٌ,سَبُّورَاتٌ (J. Muannath Salim),Papan hitam / Papan tulis,Chalkboard / Board,"Dalam penggunaan moden, boleh merujuk papan hitam, papan putih atau papan pengajaran secara umum.","In modern usage, it may refer to a chalkboard, whiteboard, or classroom board generally.",اسم مفرد، مؤنث، معرب,Kalimah ini ialah isim mufrad muannath dan bersifat mu‘rab.,A singular feminine noun. It is declinable.,جمعها سَبُّورَاتٌ، جمع مؤنث سالم,Jamaknya سَبُّورَاتٌ ialah jamak muannath salim.,Its plural سَبُّورَاتٌ is a sound feminine plural.
8,,جَلَسَ,يَجْلِسُ (Mudhari‘),Dia telah duduk,He sat,,,فعل ماض، مبني على الفتح,Fi‘il madhi yang mabni atas fathah. Fa‘ilnya bergantung pada konteks ayat.,A past-tense verb indeclinable on fatḥ. Its subject depends on the sentence context.,فعل صحيح سالم، ثلاثي مجرد، من باب فَعَلَ يَفْعِلُ,"Fi‘il sahih salim, thulathi mujarrad, daripada bab فَعَلَ يَفْعِلُ.","A sound, basic triliteral verb of the pattern فَعَلَ يَفْعِلُ."
8,,مِحْرَابٌ,"مَحَارِيبُ (J. Taksir, Mamnu‘ Min Sarf)",Mihrab,Mihrab / Prayer niche,"Dalam masjid, lazimnya merujuk ruang atau ceruk yang menunjukkan arah kiblat dan tempat imam.","In a mosque, it commonly refers to the niche indicating the qiblah and the imam's position.",اسم مفرد، مذكر، معرب. جمعه مَحَارِيبُ ممنوع من الصرف لصيغة منتهى الجموع,Kalimah ini ialah isim mufrad muzakkar dan bersifat mu‘rab. Bentuk jamaknya مَحَارِيبُ ialah mamnu‘ min al-sarf kerana berada pada sighah muntaha al-jumu‘.,A singular masculine noun. It is declinable. Its plural مَحَارِيبُ is diptotic because it follows ṣīghat muntahā al-jumūʿ.,جمعه مَحَارِيبُ، جمع تكسير على وزن مَفَاعِيل,Jamaknya مَحَارِيبُ ialah jamak taksir pada wazan مَفَاعِيل.,Its plural مَحَارِيبُ is a broken plural on the pattern مَفَاعِيل.
9,,فَاكِهَةٌ,"فَوَاكِهُ (J. Taksir, Mamnu‘ Min Sarf)",Buah-buahan / Buah,Fruit,Boleh merujuk buah secara umum atau sejenis buah mengikut konteks.,It may refer to fruit generally or to a kind of fruit depending on context.,اسم مفرد، مؤنث، معرب. جمعها فَوَاكِهُ ممنوع من الصرف لصيغة منتهى الجموع,Kalimah ini ialah isim mufrad muannath dan bersifat mu‘rab. Jamaknya فَوَاكِهُ ialah mamnu‘ min al-sarf kerana berada pada sighah muntaha al-jumu‘.,A singular feminine noun. It is declinable. Its plural فَوَاكِهُ is diptotic because it follows ṣīghat muntahā al-jumūʿ.,جمعها فَوَاكِهُ، جمع تكسير على وزن فَوَاعِل,Jamaknya فَوَاكِهُ ialah jamak taksir pada wazan فَوَاعِل.,Its plural فَوَاكِهُ is a broken plural on the pattern فَوَاعِل.
9,,عُصْفُورٌ,"عَصَافِيرُ (J. Taksir, Mamnu‘ Min Sarf)",Burung kecil,Small bird / Sparrow,,,اسم مفرد، مذكر، معرب. جمعه عَصَافِيرُ ممنوع من الصرف لصيغة منتهى الجموع,Kalimah ini ialah isim mufrad muzakkar dan bersifat mu‘rab. Jamaknya عَصَافِيرُ ialah mamnu‘ min al-sarf kerana berada pada sighah muntaha al-jumu‘.,A singular masculine noun. It is declinable. Its plural عَصَافِيرُ is diptotic because it follows ṣīghat muntahā al-jumūʿ.,جمعه عَصَافِيرُ، جمع تكسير على وزن فَعَالِيل,Jamaknya عَصَافِيرُ ialah jamak taksir pada wazan فَعَالِيل.,Its plural عَصَافِيرُ is a broken plural on the pattern فَعَالِيل.
9,,طَائِرٌ,طُيُورٌ (J. Taksir),Burung,Bird,,,اسم مفرد، مذكر، معرب,Kalimah ini ialah isim mufrad muzakkar dan bersifat mu‘rab.,A singular masculine noun. It is declinable.,اسم فاعل من طَارَ يَطِيرُ، على وزن فَاعِل، والفعل أجوف يائي. جمعه طُيُورٌ,Isim fa‘il daripada طَارَ يَطِيرُ pada wazan فَاعِل; kata kerjanya ajwaf ya’i. Jamaknya طُيُورٌ.,An active participle derived from طَارَ يَطِيرُ on the pattern فَاعِل; the verb is yāʾ-medial hollow. Its plural is طُيُورٌ.
9,,عَرَبِيَّةٌ,,Arab (bahasa),Arabic,Digunakan bagi bahasa Arab dengan isim لُغَةٌ yang disebut atau difahami daripada konteks.,Used for the Arabic language with لُغَةٌ either stated or understood from context.,صفة مفردة، مؤنثة، معربة,"Sifat muannath; dalam konteks bahasa, ia menerangkan لُغَةٌ yang disebut atau digugurkan.",A feminine adjective; in language contexts it modifies an expressed or omitted لُغَةٌ.,صفة نسب مؤنثة من عَرَبٌ، ومذكرها عَرَبِيٌّ,Sifat nisbah muannath daripada عَرَبٌ. Bentuk muzakkarnya ialah عَرَبِيٌّ.,A feminine relational adjective derived from عَرَبٌ. Its masculine form is عَرَبِيٌّ.
9,,لُغَةٌ,"لُغَاتٌ (J. Muannath Salim, Ruj: Bab 17)",Bahasa,Language,,,اسم مفرد، مؤنث، معرب,Kalimah ini ialah isim mufrad muannath dan bersifat mu‘rab.,A singular feminine noun. It is declinable.,جمعها لُغَاتٌ، جمع مؤنث سالم,Jamaknya لُغَاتٌ ialah jamak muannath salim.,Its plural لُغَاتٌ is a sound feminine plural.
9,,سَهْلَةٌ,سَهْلَاتٌ (J. Muannath Salim),Mudah,Easy,,,صفة مفردة، مؤنثة، معربة,Kalimah ini ialah sifat mufrad muannath dan bersifat mu‘rab.,A singular feminine adjective. It is declinable.,صفة مشبهة مؤنثة من سَهُلَ، ومذكرها سَهْلٌ. جمعها سَهْلَاتٌ,Sifah musyabbahah muannath daripada سَهُلَ. Bentuk muzakkarnya سَهْلٌ dan jamaknya سَهْلَاتٌ.,A feminine qualitative adjective derived from سَهُلَ. Its masculine form is سَهْلٌ and its plural is سَهْلَاتٌ.
9,,مُجْتَهِدٌ,"مُجْتَهِدُونَ (J. Mz. Salim, Ruj: Bab 13)",Rajin / Bersungguh-sungguh,Diligent / Hard-working,,,صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,اسم فاعل من اِجْتَهَدَ، على وزن مُفْتَعِل. الفعل ثلاثي مزيد بحرفين على وزن اِفْتَعَلَ,Isim fa‘il daripada اِجْتَهَدَ pada wazan مُفْتَعِل. Kata kerjanya thulathi mazid dua huruf pada wazan اِفْتَعَلَ.,An active participle derived from اِجْتَهَدَ on the pattern مُفْتَعِل. The verb is an augmented form-VIII triliteral.
9,,كَسْلَانُ,"كُسَالَى (J. Taksir, Mamnu‘ Min Sarf)",Malas,Lazy,,,صفة مفردة، مذكرة، معربة، ممنوعة من الصرف للوصفية وزيادة الألف والنون. جمعها كُسَالَى ممنوع من الصرف لألف التأنيث المقصورة,Sifat mufrad muzakkar yang mamnu‘ min al-sarf kerana sifat dan tambahan alif serta nun. Jamaknya كُسَالَى juga mamnu‘ min al-sarf kerana berakhir dengan alif ta’nith maqsurah.,"A singular masculine adjective, diptotic because of adjectival status and the added alif and nūn. Its plural كُسَالَى is also diptotic because it ends in alif al-taʾnīth al-maqṣūrah.",صفة مشبهة على وزن فَعْلَان، مؤنثها كَسْلَى، وجمعها كُسَالَى,Sifah musyabbahah pada wazan فَعْلَان. Bentuk muannathnya كَسْلَى dan jamaknya كُسَالَى.,A qualitative adjective on the pattern فَعْلَان. Its feminine is كَسْلَى and its plural is كُسَالَى.
9,,دَرْسٌ,"دُرُوسٌ (J. Taksir, Ruj: Bab 16)",Pelajaran,Lesson,,,اسم مفرد، مذكر، معرب,Kalimah ini ialah isim mufrad muzakkar dan bersifat mu‘rab.,A singular masculine noun. It is declinable.,مصدر للفعل دَرَسَ يَدْرُسُ، وجمعه دُرُوسٌ على وزن فُعُول,Masdar bagi دَرَسَ يَدْرُسُ. Jamaknya دُرُوسٌ pada wazan فُعُول.,A verbal noun of دَرَسَ يَدْرُسُ. Its plural دُرُوسٌ follows the pattern فُعُول.
9,,بِلَالٌ,,Bilal,Bilal,,,اسم علم، مذكر، معرب، مصروف,Nama khas muzakkar yang bersifat mu‘rab dan menerima tanwin.,A masculine proper name. It is declinable and fully triptote.,,,
9,,الْإِنْكِلِيزِيَّةُ,,Bahasa Inggeris,English,Digunakan sebagai nama bahasa dengan لُغَةٌ yang difahami daripada konteks.,Used as the name of the language with لُغَةٌ understood from context.,صفة نسب مؤنثة معرفة بـ(أل)، وقد نابت عن موصوفها المحذوف لُغَةٌ,Sifat nisbah muannath yang menjadi ma‘rifah dengan alif lam dan menggantikan isim لُغَةٌ yang digugurkan.,A definite feminine relational adjective standing in for an omitted لُغَةٌ.,نسبة مؤنثة، ومذكرها إِنْكِلِيزِيٌّ,Sifat nisbah muannath. Bentuk muzakkarnya ialah إِنْكِلِيزِيٌّ.,A feminine relational adjective. Its masculine form is إِنْكِلِيزِيٌّ.
9,,صَعْبَةٌ,صِعَابٌ (J. Taksir),Susah,Difficult,,,صفة مفردة، مؤنثة، معربة,Kalimah ini ialah sifat mufrad muannath dan bersifat mu‘rab.,A singular feminine adjective. It is declinable.,صفة مشبهة مؤنثة من صَعُبَ، ومذكرها صَعْبٌ. جمعها صِعَابٌ,Sifah musyabbahah muannath daripada صَعُبَ. Bentuk muzakkarnya صَعْبٌ dan jamaknya صِعَابٌ.,A feminine qualitative adjective derived from صَعُبَ. Its masculine form is صَعْبٌ and its plural is صِعَابٌ.
9,"Label umum ‘mamnu‘ min al-sarf’ diperincikan: bentuk ini hadir dengan أل, maka ia menerima kasrah apabila majrur.",الْقَاهِرَةُ,,Kaherah,Cairo,,,اسم علم لمدينة، مؤنث، معرف بـ(أل)، معرب,"Nama khas muannath bagi sebuah bandar, menjadi ma‘rifah dengan alif lam dan bersifat mu‘rab.","A feminine proper name of a city, definite with the Arabic definite article and declinable.",,,
9,,مَدِينَةٌ,مُدُنٌ (J. Taksir),Kota / Bandar,City,,,اسم مفرد، مؤنث، معرب,Kalimah ini ialah isim mufrad muannath dan bersifat mu‘rab.,A singular feminine noun. It is declinable.,جمعها مُدُنٌ، جمع تكسير على وزن فُعُل,Jamaknya مُدُنٌ ialah jamak taksir pada wazan فُعُل.,Its plural مُدُنٌ is a broken plural on the pattern فُعُل.
9,,شَهِيرٌ,"شُهَرَاءُ (J. Taksir, Mamnu‘ Min Sarf)",Terkenal,Famous,,,صفة مفردة، مذكرة، معربة. جمعه شُهَرَاءُ ممنوع من الصرف لألف التأنيث الممدودة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab. Jamaknya شُهَرَاءُ ialah mamnu‘ min al-sarf kerana berakhir dengan alif ta’nith mamdudah.,A singular masculine adjective. It is declinable. Its plural شُهَرَاءُ is diptotic because it ends with alif al-taʾnīth al-mamdūdah.,صفة مشبهة على وزن فَعِيل. جمعه شُهَرَاءُ على وزن فُعَلَاء,Sifah musyabbahah pada wazan فَعِيل. Jamaknya شُهَرَاءُ pada wazan فُعَلَاء.,A qualitative adjective on the pattern فَعِيل. Its plural شُهَرَاءُ follows فُعَلَاء.
9,"Status ‘mamnu‘ min al-sarf’ diletakkan dalam Nota Nahu, bukan Nota Sarf.",جَوْعَانُ,جِيَاعٌ (J. Taksir),Lapar,Hungry,,,صفة مفردة، مذكرة، معربة، ممنوعة من الصرف للوصفية وزيادة الألف والنون,Sifat mufrad muzakkar yang mamnu‘ min al-sarf kerana sifat dan tambahan alif serta nun.,"A singular masculine adjective, diptotic because of adjectival status and the added alif and nūn.",صفة مشبهة على وزن فَعْلَان، مؤنثها جَوْعَى، وجمعها جِيَاعٌ,Sifah musyabbahah pada wazan فَعْلَان. Bentuk muannathnya جَوْعَى dan jamaknya جِيَاعٌ.,A qualitative adjective on the pattern فَعْلَان. Its feminine is جَوْعَى and its plural is جِيَاعٌ.
9,,عَطْشَانُ,"عَطَاشَى (J. Taksir, Mamnu‘ Min Sarf)",Dahaga,Thirsty,,,صفة مفردة، مذكرة، معربة، ممنوعة من الصرف للوصفية وزيادة الألف والنون. جمعها عَطَاشَى ممنوع من الصرف لألف التأنيث المقصورة,Sifat mufrad muzakkar yang mamnu‘ min al-sarf kerana sifat dan tambahan alif serta nun. Jamaknya عَطَاشَى juga mamnu‘ min al-sarf.,"A singular masculine adjective, diptotic because of adjectival status and the added alif and nūn. Its plural عَطَاشَى is also diptotic.",صفة مشبهة على وزن فَعْلَان، مؤنثها عَطْشَى، وجمعها عَطَاشَى,Sifah musyabbahah pada wazan فَعْلَان. Bentuk muannathnya عَطْشَى dan jamaknya عَطَاشَى.,A qualitative adjective on the pattern فَعْلَان. Its feminine is عَطْشَى and its plural is عَطَاشَى.
9,,غَضْبَانُ,"غَضَابَى (J. Taksir, Mamnu‘ Min Sarf)",Marah,Angry,,,صفة مفردة، مذكرة، معربة، ممنوعة من الصرف للوصفية وزيادة الألف والنون. جمعها غَضَابَى ممنوع من الصرف لألف التأنيث المقصورة,Sifat mufrad muzakkar yang mamnu‘ min al-sarf kerana sifat dan tambahan alif serta nun. Jamaknya غَضَابَى juga mamnu‘ min al-sarf.,"A singular masculine adjective, diptotic because of adjectival status and the added alif and nūn. Its plural غَضَابَى is also diptotic.",صفة مشبهة على وزن فَعْلَان، مؤنثها غَضْبَى، وجمعها غَضَابَى,Sifah musyabbahah pada wazan فَعْلَان. Bentuk muannathnya غَضْبَى dan jamaknya غَضَابَى.,A qualitative adjective on the pattern فَعْلَان. Its feminine is غَضْبَى and its plural is غَضَابَى.
